dataset_ID,format_priority,format_flag,data_formatted,obtain_priority,dataset_name,data_source,system,climate,taxa,organism,location,CentralLatitude,CentralLongitude,LatLong_sites,Raw_datafile_name,Raw_start_year,Raw_end_year,Raw_nRecs,Raw_nTime,Raw_nSpecies,Raw_siteUnit,spatial_scale_variable,Raw_nSites,Notes_siteFormat,Notes_spFormat,Raw_spatial_grain,Raw_spatial_grain_unit,Raw_Mean_Individuals_perSiteYear,Raw_Min_Individuals_perSiteYear,Raw_Max_Individuals_perSiteYear,countFormat,Notes_countFormat,Formatted_nRecs,Formatted_start_year,Formatted_end_year,Formatted_nSites,Formatted_nSpecies,Formatted_Mean_Individuals_perSiteYear,Formatted_Min_Individuals_perSiteYear,Formatted_Max_Individuals_perSiteYear,Formatted_spatial_grain,Formatted_spatial_grain_unit,Notes_timeFormat,subannualTgrain,PropOcc_notes,General_notes,Citation1,Citation2,Citation3,Citation4,Citation5,Citation6
265,,0,,,"Species trends, turnover and composition of a woodland bird community in southern Sweden during a period of 57 years",http://www.sofnet.org/1020.0.1.0/274/download_24762.php,Terrestrial,Temperate,Bird,Bird,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Svensson et al. 2010. Species trends, turnover and composition of a woodland bird community in southern Sweden during a period of 57 years. Ornis Svecica.",,,,,
266,,0,,,"The 37-year dynamics of a subalpine passerine bird community, with special emphasis on the influence of environmental temperature and Epirrita autumnata cycles","http://www.luvre.org/data_o_pdf/Luvre-130,%202004%20Enemar%20mfl,%2037%20ar%20skogen.pdf",Terrestrial,Temperate,Bird,Bird,"Gaisatj and Valle mountains, Sweden",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Enemar et al. 2004. The 37-year dynamics of a subalpine bird community, with special emphasis on the influence of environmental temperature and Epirrita autumnata cycles. Ornis Svecica 14: 63-106.",,,,,
267,,0,,,A long-term bird population study in an Appalachian spruce forest,http://www.jstor.org/stable/4161914,Terrestrial,Temperate,Bird,Bird,"Gaudineer Knob, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hall GA. 1984. A long-term bird population study in an Appalachian spruce forest. Wilson Bulletin 96: 228-240.,,,,,
268,,0,,,Long-term dynamics of breeding birds in broad-leaved deciduous forest on Hanikatsi Island in the West-Estonian archipelago,http://www.birdlife.fi/ornisfennica/pdf/2006/of_83_124-130.pdf,Terrestrial,Temperate,Bird,Bird,"Hanikatsi Island, Estonia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Contact Leito for data,Leito et al. 2006. Long-term dynamics of breeding birds in broad-leaved deciduous forest on Hanikatsi Island in the West-Estonian archipelago. Ornis Fenn 83: 124-130.,,,,,
269,,0,,,Species composition and population fluctuations of alpine bird communities during 38 years in the Scandinavian mountain range,"http://www.luvre.org/data_o_pdf/Luvre-135,%202006%20Svensson,%20Heden%2038%20ar.pdf",Terrestrial,Temperate,Bird,Bird,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Svensson 2006. Species composition and population fluctuations of alpine bird communities during 38 years in the Scandinavian mountain range. Ornis Svecica 16: 183-210.,,,,,
270,,0,,,Breeding Bird Populations at William Trelease Woods,https://www.ideals.illinois.edu/handle/2142/25182,Terrestrial,Temperate,Bird,Bird,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kendeigh SC. 1982. Bird populations in east central Illinois: Fluctuations, variations, and development over a half-century. University of Illinois Press",,,,,
271,,0,,,Breeding Bird Populations on Abandoned Farmland in Robert Allerton Park,https://www.ideals.illinois.edu/handle/2142/25182,Terrestrial,Temperate,Bird,Bird,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kendeigh SC. 1982. Bird populations in east central Illinois: Fluctuations, variations, and development over a half-century. University of Illinois Press",,,,,
272,,0,,,Structure and dynamics of a passerine bird community in a spruce-dominated boreal forest,http://www.sekj.org/PDF/anzf30/anz30-043-054.pdf,Terrestrial,Temperate,Bird,Bird,Norway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hogstad, O. 1993. Structure and dynamics of a passerine bird community in a spruce-dominated boreal forest. A 12-yr study. Ann Zool Fennici 30:43-54.",,,,,
273,,0,,,"SGS-LTER Long-term monitoring project: small mammals on trapping webs on the Central Plains Experimental Range, Nunn, Colorado, USA 1994-2011",http://sgslter.colostate.edu/dataset_view.aspx?id=LTMntrSmlMamWebs,Terrestrial,Temperate,Mammal,Mammal,"SGS LTER, Colorado",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,contact Paul Stapp at pstapp@fullerton.edu for data access,"Stapp, P., B. Van Horne, M.D. Lindquist. 2008. Ecology of mammals of shortgrass steppe. Pages 132-180 in W.K. Lauenroth and I.C. Burke. Ecology of the Shortgrass Steppe: A Long Term Perspective. Oxford Univ. Press, NY",,,,,
274,,0,,,Konza LTER grasshopper monitoring,http://www.konza.ksu.edu/knz/pages/data/KnzEntity.aspx?id=CGR022,Terrestrial,Temperate,Arthropod,Grasshopper,"Konza Prairie LTER, KS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data acknowledgement statement: Data for XXX was supported by the NSF Long Term Ecological Research Program at Konza Prairie Biological Station.,"Jonas, J.L. and A. Joern. 2007. Grasshopper (Orthoptera: Acrididae) communities respond to fire, bison grazing and weather in North American tallgrass prairie: a long-term study. Oecologia 153: 699-711.",,,,,
275,,0,,,El Verde Grid long-term invertebrate data,http://luq2.lternet.edu/data/luqmetadata107,Terrestrial,Temperate,Invertebrate,Snail,"Luquillo LTER, Puerto Rico",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Willig et al. 2007. Scholarly articles for Cross-scale responses of biodiversity to hurricane and anthropogenic disturbance in a tropical forest. Ecosystem.,,,,,
276,,0,,,Luquillo LTER bird point counts,http://luq.lternet.edu/data/luqmetadata23,Terrestrial,Tropical,Bird,Bird,"Luquillo LTER, Puerto Rico",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,,0,,,North Temperate Lakes LTER: Zooplankton - Trout Lake Area 1982 - current,https://lter.limnology.wisc.edu/dataset/north-temperate-lakes-lter-zooplankton-trout-lake-area-1982-current,Aquatic,Temperate,Plankton,Zooplankton,North Temperate Lakes LTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,,0,,,North Temperate Lakes LTER: Phytoplankton - Trout Lake Area 1984 - current,https://lter.limnology.wisc.edu/dataset/north-temperate-lakes-lter-phytoplankton-trout-lake-area-1984-current,Aquatic,Temperate,Plankton,Phytoplankton,North Temperate Lakes LTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,,0,,,North Temperate Lakes LTER: Zooplankton - Madison Lakes Area 1997 - current,https://lter.limnology.wisc.edu/dataset/north-temperate-lakes-lter-zooplankton-madison-lakes-area-1997-current,Aquatic,Temperate,Plankton,Zooplankton,North Temperate Lakes LTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,,0,,,North Temperate Lakes LTER: Phytoplankton - Madison Lakes Area 1995 - current,https://lter.limnology.wisc.edu/dataset/north-temperate-lakes-lter-phytoplankton-madison-lakes-area-1995-current,Aquatic,Temperate,Plankton,Phytoplankton,North Temperate Lakes LTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,,0,,,North Temperate Lakes LTER: Macrophyte Transects - Trout Lake 1982 - current,https://lter.limnology.wisc.edu/dataset/north-temperate-lakes-lter-macrophyte-transects-trout-lake-1982-current,Aquatic,Temperate,Plant,Macrophytes,North Temperate Lakes LTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sounds like this dataset only counts a few species and so would be unusable, but requires confirmation",,,,,,
282,,0,,,North Temperate Lakes LTER: Macrophyte Species at Quadrat Level - Trout Lake 1993 - current,https://lter.limnology.wisc.edu/dataset/north-temperate-lakes-lter-macrophyte-species-quadrat-level-trout-lake-1993-current,Aquatic,Temperate,Plant,Macrophytes,North Temperate Lakes LTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,,0,,,PISCO: Intertidal: MARINe Core Surveys: Species Counts,https://cn.dataone.org/onemercury/send/xsltText2?pid=doi:10.6085/AA/pisco_intertidal.81.7&fileURL=https://cn.dataone.org/cn/v1/resolve/doi%3A10.6085%2FAA%2Fpisco_intertidal.81.7&full_datasource=PISCO%20MN&full_queryString=%20text%20:%20PISCO%20AND%20has%20direct%20data%20AND%20project:Multi-Agency%20Rocky%20Intertidal%20Network%20AND%20author:Pete%20Raimondi%20AND%20contactOrganization:MARINe%20AND%20Keywords:Intertidal%20Community%20Structure%20Data&ds_id=#top,Marine,Temperate,Invertebrate,Rocky intertidal organisms,Western North America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,,0,,,PISCO: Intertidal: Coastal Biodiversity Surveys: Quadrat Surveys,https://cn.dataone.org/onemercury/send/xsltText2?pid=doi:10.6085/AA/pisco_intertidal.52.7&fileURL=https://cn.dataone.org/cn/v1/resolve/doi%3A10.6085%2FAA%2Fpisco_intertidal.52.7&full_datasource=PISCO%20MN&full_queryString=%20text%20:%20MARINe%20AND%20has%20direct%20data%20AND%20%28%20datasource%20:%28%20urn:node:PISCO%20%20%29%20%29%20%20AND%20project:Partnership%20for%20Interdisciplinary%20Studies%20of%20Coastal%20Oceans%20AND%20author:Pete%20Raimondi%20AND%20contactOrganization:PISCO%20AND%20Keywords:Intertidal%20Coastal%20Biodiversity%20Survey&ds_id=#top,Marine,Temperate,Invertebrate,Rocky intertidal organisms,Western North America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,,0,,,An efficient light-trap for catching insects. Acta Entomologica,http://www3.imperial.ac.uk/cpb/databases/gpdd,Terrestrial,Temperate,Invertebrate,Lepidoptera,Czech Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Data available from Global Population Dynamics Database, datasetIDs 6863-6996","Novak, I. 1983. An efficient light-trap for catching insects. Acta Entomologica Bohemoslavaca 80: 29-34.",,,,,
286,,0,,,Bromeliad invertebrate counts at different elevations in the LEF,http://luq.lternet.edu/data/luqmetadata131,Aquatic,Tropical,Invertebrate,Bromeliad invertebrates,"Luquillo LTER, Puerto Rico",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Richardson, B. 1999. The Bromeliad Microcosm and the assessment of faunal diversity in a Neotropical forest. Biotropica 31: 321-336.",,,,,
287,,0,,,Weekly record of bird species observed on Konza Prairie,http://www.konza.ksu.edu/knz/pages/data/KnzEntity.aspx?id=CBC011,Terrestrial,Temperate,Bird,Bird,"Konza Prairie LTER, KS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,,0,,,Fish population on selected watersheds at Konza Prairie,http://www.konza.ksu.edu/knz/pages/data/KnzEntity.aspx?id=CFP012,Aquatic,Temperate,Fish,Fish,"Konza Prairie LTER, KS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,,0,,,Long-term stem inventory data from tropical rain forest plots in Australia,http://esapubs.org/archive/ecol/E095/209/,Terrestrial,Tropical,Plant,Tree,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Only stems >10 cm dbh,Bradford et al. 2014. Long-term stem inventory data from tropical rain forest plots in Australia. Ecology 95:2362.,,,,,
290,,0,N,2,"HJ Andrews TP108: Herb Layer in Uncut Plots: Cover, Height, Number of Tree Seedlings (U-B3)",http://andrewsforest.oregonstate.edu/data/abstract.cfm?dbcode=TP108&topnav=97,Terrestrial,Temperate,Plant,Understory vegetation,"Blue River, OR 97413",44.67350699,-120.4082845,,,,,NA,NA,NA,,,NA,,,,,NA,NA,NA,,,NA,,,NA,NA,NA,NA,NA,,,,,,,,,,,,
